ID,Price,Sqft_m2,RatioEurM,Rooms,Toilets,Area,Elevator,Parking,Heating,CoolAir,Construction,Balcony
i19063003978006,489000,83,5892,2,2,Esquerra Baixa de l´Eixample,Yes,No,No,No,Not New,No
i19063003978006,489000,83,5892,2,2,Esquerra Baixa de l´Eixample,Yes,No,No,No,Not New,No
i19063003972425,289000,84,3440,3,1,Raval,Yes,No,Yes,Yes,Not New,No
i19063003971138,110000,60,1833,3,,Ciutat Meridiana,No,No,No,No,Not New,Yes
i19063003971138,110000,60,1833,3,,Ciutat Meridiana,No,No,No,No,Not New,Yes
i19063003968422,138000,73,1890,2,1,El Raval,No,No,Yes,No,Not New,No
i19063003960305,325000,60,5417,2,1,Raval,No,No,Yes,No,Not New,No
i19063003830344,410000,100,4100,3,1,Esquerra Alta de l´Eixample,No,No,Yes,No,Not New,No
i19063003342126,399000,83,4807,4,1,Vila de Gràcia,No,No,No,Yes,Not New,Yes
i1903003802050,750000,150,5000,5,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i18986003924704,135000,52,2596,1,1,Roquetes,No,No,No,Yes,Not New,No
i18986003241203,192500,66,2917,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No
i18965003082310,499500,89,5612,4,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i1886000000026,156000,67,2328,3,1,Carmel,Yes,No,No,No,Not New,No
i1886000000020,219000,70,3129,2,1,Carmel,Yes,No,No,No,Not New,No
i1886000000020,219000,70,3129,2,1,Carmel,Yes,No,No,No,Not New,No
i1886000000018,124500,45,2767,1,1,Carmel,No,No,Yes,No,Not New,No
i1886000000016,121700,55,2213,3,1,Carmel,No,No,No,No,Not New,No
i18655003981508,190000,80,2375,2,1,Poble Sec,No,No,No,Yes,Not New,No
i18654003736430,440000,85,5176,2,1,Gòtic,Yes,No,Yes,No,Not New,No
i18654003736430,440000,85,5176,2,1,Gòtic,Yes,No,Yes,No,Not New,No
i18654003736429,120000,50,2400,2,1,Trinitat Nova,No,No,No,Yes,Not New,No
i18654003736429,120000,50,2400,2,1,Trinitat Nova,No,No,No,Yes,Not New,No
i18654003736386,268600,79,3400,3,1,Vila de Gràcia,Yes,No,Yes,Yes,Not New,No
i18654003736375,367000,97,3784,4,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i18654003736375,367000,97,3784,4,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i18654003736370,268000,57,4702,1,1,Poble Sec,No,No,No,No,Not New,No
i18654003736358,650000,135,4815,4,1,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,Yes
i18654003736346,349000,79,4418,3,2,Fort Pienc,Yes,No,Yes,No,Not New,No
i18654003736335,255000,78,3269,4,1,El Clot,Yes,No,Yes,No,Not New,No
i18654003736334,545000,157,3471,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i18654003736334,545000,157,3471,4,1,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i18654003736332,178800,70,2554,4,2,Raval,No,No,No,Yes,Not New,No
i18654003736332,178800,70,2554,4,2,Raval,No,No,No,Yes,Not New,No
i18654003736257,133000,40,3325,2,1,Raval,No,No,No,No,Not New,No
i18654003736222,295000,54,5463,2,1,Glòries El Parc,Yes,No,No,No,Not New,No
i18654003736210,798000,224,3563,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i18654003735789,390000,85,4588,3,2,Sants,Yes,No,Yes,No,Not New,No
i18654003735633,129500,39,3321,2,1,Verdun,No,No,No,Yes,Not New,No
i18654003734577,160000,59,2712,2,1,Verdun,No,No,No,No,Not New,No
i18654003734577,160000,59,2712,2,1,Verdun,No,No,No,No,Not New,No
i18654003734577,160000,59,2712,2,1,Verdun,No,No,No,No,Not New,No
i18654003733756,160000,65,2462,3,1,Prosperitat,No,No,No,No,Not New,No
i18654003733031,450000,117,3846,4,1,Fort Pienc,Yes,No,No,Yes,Not New,No
i1854003980119,630000,80,7875,2,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i1854003980113,450000,65,6923,2,2,Pedralbes,Yes,No,Yes,No,Not New,No
i1841003985318,247500,96,2578,3,1,Sant Martí,Yes,No,No,No,Not New,Yes
i1841003985309,205000,65,3154,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,Yes
i1841003979067,330000,120,2750,3,2,La Verneda - La Pau,No,No,Yes,No,Not New,No
i1841003978915,127000,55,2309,2,1,Besòs - Maresme,No,No,No,No,Not New,No
i1841003974627,247500,96,2578,3,1,Sant Martí,Yes,No,No,No,Not New,Yes
i1841003974627,247500,96,2578,3,1,Sant Martí,Yes,No,No,No,Not New,Yes
i1841003965480,160000,70,2286,3,1,Besòs - Maresme,Yes,Yes,No,No,Not New,Yes
i1841003960859,199000,75,2653,3,1,Besòs - Maresme,Yes,No,Yes,Yes,Not New,Yes
i1841003953320,145000,50,2900,2,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i1841003953320,145000,50,2900,2,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i1841003952101,220000,80,2750,3,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,Yes
i1841003950563,145000,50,2900,2,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i1841003950563,145000,50,2900,2,1,La Verneda - La Pau,Yes,No,Yes,No,Not New,No
i1841003940098,247500,96,2578,3,1,Provençals del Poblenou,Yes,No,No,No,Not New,Yes
i1841003940098,247500,96,2578,3,1,Provençals del Poblenou,Yes,No,No,No,Not New,Yes
i1841003938754,249000,80,3113,3,1,Sant Martí,Yes,No,Yes,No,Not New,Yes
i1841003932953,210000,86,2442,3,1,La Verneda - La Pau,Yes,No,No,Yes,Not New,Yes
i1841003896540,225000,85,2647,3,1,Sant Martí,Yes,Yes,Yes,Yes,Not New,No
i1841003500225,260000,83,3133,3,1,Sant Martí,Yes,No,No,No,Not New,Yes
i18345003953007,349000,73,4781,3,1,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18345003953007,349000,73,4781,3,1,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18274000005790,225000,76,2961,3,1,Porta,Yes,No,No,Yes,Not New,No
i18274000005780,295000,81,3642,3,1,El Clot,Yes,No,Yes,No,Not New,No
i18274000005778,307000,97,3165,3,2,Congrés - Indians,Yes,Yes,Yes,No,Not New,No
i18274000005774,385000,80,4813,3,1,Sagrada Família,Yes,No,Yes,No,Not New,No
i18274000005740,325000,77,4221,3,1,El Clot,Yes,No,Yes,No,Not New,Yes
i18274000005737,329000,92,3576,3,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i18274000005737,329000,92,3576,3,2,Sagrada Família,Yes,No,Yes,No,Not New,No
i18274000005690,239000,74,3230,3,2,Raval,No,No,No,Yes,Not New,No
i18274000005690,239000,74,3230,3,2,Raval,No,No,No,Yes,Not New,No
i18274000005629,349500,65,5377,2,1,Vila de Gràcia,Yes,No,No,No,Not New,No
i18274000005623,285000,72,3958,2,1,Fort Pienc,Yes,No,Yes,No,Not New,No
i18274000005623,285000,72,3958,2,1,Fort Pienc,Yes,No,Yes,No,Not New,No
i18274000005606,220000,88,2500,3,1,La Verneda - La Pau,Yes,No,No,No,Not New,No
i18274000005597,280000,60,4667,2,1,Gòtic,No,No,No,Yes,Not New,No
i18274000005596,720000,133,5414,6,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i18274000005596,720000,133,5414,6,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i18274000005594,295000,94,3138,3,1,Camp de l´Arpa,Yes,Yes,Yes,No,Not New,No
i18274000005584,305000,75,4067,2,1,Vila de Gràcia,No,No,No,No,Not New,No
i18274000005573,135000,65,2077,3,1,Ciutat Meridiana,Yes,No,Yes,Yes,Not New,No
i18274000005547,195000,51,3824,2,1,Poble Sec,No,No,No,Yes,Not New,No
i18274000005546,420000,86,4884,2,2,Sant Antoni,Yes,No,Yes,No,Not New,No
i18274000005506,275000,90,3056,3,1,Sant Martí,Yes,No,Yes,No,Not New,Yes
i18274000005493,299000,71,4211,3,2,Camp de l´Arpa,Yes,No,Yes,No,Not New,No
i18274000005426,288000,101,2851,4,1,Congrés - Indians,Yes,No,No,Yes,Not New,No
i18274000005420,430000,91,4725,3,2,Sants,Yes,No,No,No,Not New,Yes
i18274000005420,430000,91,4725,3,2,Sants,Yes,No,No,No,Not New,Yes
i18274000005420,430000,91,4725,3,2,Sants,Yes,No,No,No,Not New,Yes
i18274000005380,179800,62,2900,3,1,St Pere - Sta Caterina - El Born,No,No,No,Yes,Not New,No
i18274000005379,295000,91,3242,4,1,Sant Andreu,Yes,No,No,Yes,Not New,No
i18274000005379,295000,91,3242,4,1,Sant Andreu,Yes,No,No,Yes,Not New,No
i18274000005354,146000,70,2086,3,1,Santa Rosa,No,No,No,Yes,Not New,No
i18274000005350,389000,94,4138,3,2,Sagrada Família,Yes,No,Yes,Yes,Not New,No
i18274000005331,350000,73,4795,3,1,Gòtic,No,No,Yes,No,Not New,Yes
i18274000005326,575000,137,4197,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18274000005326,575000,137,4197,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18274000005326,575000,137,4197,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18274000005320,315000,73,4315,2,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i18274000005320,315000,73,4315,2,1,St Pere - Sta Caterina - El Born,No,No,No,No,Not New,No
i18274000005303,170000,78,2179,3,1,Bon Pastor,No,No,Yes,Yes,Not New,No
i18274000005267,253000,79,3203,3,1,La Marina-Montjuïc,Yes,No,Yes,No,Not New,No
i18274000005264,530000,113,4690,3,1,Fort Pienc,Yes,No,Yes,No,Not New,Yes
i18274000005251,319000,70,4557,2,1,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i18274000005213,310000,58,5345,1,1,St Pere - Sta Caterina - El Born,Yes,No,No,No,Not New,No
i18274000005033,115000,62,1855,2,1,La Florida,Yes,No,No,No,Not New,Yes
i18274000004569,295000,77,3831,3,1,Sagrada Família,Yes,No,No,No,Not New,Yes
i18274000004567,440000,97,4536,5,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,Yes
i18274000004416,195000,71,2746,3,1,Raval,No,No,No,No,Not New,Yes
i18274000004375,415000,122,3402,4,2,Sagrada Família,Yes,No,Yes,No,Not New,Yes
i18274000004375,415000,122,3402,4,2,Sagrada Família,Yes,No,Yes,No,Not New,Yes
i18274000004331,299000,91,3286,4,2,La Bordeta,Yes,No,Yes,No,Not New,No
i18274000003836,670000,205,3268,5,3,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i18274000002464,689000,180,3828,5,1,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i18248000000074,165000,85,1941,3,1,La salut,Yes,No,No,Yes,Not New,No
i18191000000095,180000,80,2250,3,1,Porta,No,No,No,No,Not New,No
i17978003974547,400000,121,3306,2,2,Esquerra Baixa de l´Eixample,No,Yes,No,No,Not New,Yes
i17978003974547,400000,121,3306,2,2,Esquerra Baixa de l´Eixample,No,Yes,No,No,Not New,Yes
i17903003565809,255000,57,4474,2,1,Centre,Yes,Yes,Yes,No,New,Yes
i17903003565796,325000,94,3457,4,2,Centre,Yes,Yes,Yes,No,New,Yes
i17903003565758,330000,102,3235,4,2,Centre,Yes,Yes,Yes,No,New,Yes
i17903003359843,330000,86,3837,4,2,Centre,Yes,Yes,Yes,No,New,Yes
i17903003359817,280000,79,3544,3,2,Centre,Yes,Yes,Yes,No,New,Yes
i17903003359795,335000,102,3284,4,2,Centre,Yes,Yes,Yes,No,New,Yes
i17903003359394,255000,57,4474,2,1,Centre,Yes,Yes,Yes,No,New,Yes
i17893003977535,359000,96,3740,3,1,Sant Antoni,Yes,No,Yes,No,Not New,Yes
i17893003971293,175000,72,2431,2,1,Raval,No,No,No,Yes,Not New,Yes
i17893003970280,348000,82,4244,3,1,Sant Antoni,Yes,No,Yes,No,Not New,Yes
i17893003970280,348000,82,4244,3,1,Sant Antoni,Yes,No,Yes,No,Not New,Yes
i17893003970044,249000,78,3192,3,1,Raval,Yes,No,Yes,No,Not New,Yes
i17893003970044,249000,78,3192,3,1,Raval,Yes,No,Yes,No,Not New,Yes
i17891003968731,645000,145,4448,2,2,Sant Gervasi - Galvany,Yes,Yes,Yes,No,Not New,Yes
i17891003968731,645000,145,4448,2,2,Sant Gervasi - Galvany,Yes,Yes,Yes,No,Not New,Yes
i17737000000161,139000,55,2527,3,1,Prosperitat,No,No,No,Yes,Not New,No
i1752003791613,250000,50,5000,1,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,New,No
i1752003791613,250000,50,5000,1,1,St Pere - Sta Caterina - El Born,No,No,Yes,No,New,No
i17121003815910,205000,44,4659,2,1,Riu Nord,Yes,Yes,Yes,No,New,No
i17121003815906,215000,43,5000,2,1,Riu Nord,Yes,Yes,Yes,No,New,No
i17121003815903,165000,43,3837,1,1,Riu Nord,Yes,Yes,Yes,No,New,No
i17121003815899,210000,49,4286,2,1,Riu Nord,Yes,Yes,Yes,No,New,No
i17104003985313,375000,97,3866,2,1,Camp d´en Grassot - Gràcia N,Yes,No,Yes,No,Not New,Yes
i17104003979714,330000,87,3793,3,2,Esquerra Baixa de l´Eixample,Yes,Yes,Yes,Yes,Not New,Yes
i17104003972475,219000,51,4294,2,1,Sants,Yes,No,No,Yes,Not New,No
i17104003957267,280000,62,4516,,,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,Yes
i17104003949379,319000,86,3709,4,1,Esquerra Baixa de l´Eixample,Yes,No,Yes,No,Not New,No
i17104003945905,163000,81,2012,4,1,Carmel,No,No,Yes,Yes,Not New,No
i17104003945905,163000,81,2012,4,1,Carmel,No,No,Yes,Yes,Not New,No
i17104003944795,360000,78,4615,1,2,Sant Antoni,Yes,No,No,No,Not New,No
i17104003934150,340000,87,3908,3,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,Yes
i17104003921067,235000,54,4352,2,1,Gòtic,Yes,No,No,Yes,Not New,No
i17055000000145,153500,46,3337,1,1,Raval,No,No,No,No,Not New,No
i17055000000145,153500,46,3337,1,1,Raval,No,No,No,No,Not New,No
i17055000000137,650000,106,6132,4,2,Esquerra Alta de l´Eixample,Yes,No,No,No,Not New,Yes
i17055000000133,300000,75,4000,4,2,Esquerra Alta de l´Eixample,Yes,No,No,No,Not New,No
i17055000000127,495000,94,5266,4,2,Esquerra Alta de l´Eixample,Yes,No,No,No,Not New,No
i17055000000127,495000,94,5266,4,2,Esquerra Alta de l´Eixample,Yes,No,No,No,Not New,No
i17055000000122,380000,68,5588,3,2,Esquerra Baixa de l´Eixample,No,No,No,No,Not New,No
i17055000000122,380000,68,5588,3,2,Esquerra Baixa de l´Eixample,No,No,No,No,Not New,No
i17055000000120,319000,65,4908,2,2,Esquerra Baixa de l´Eixample,Yes,No,No,No,Not New,No
i17055000000095,520000,91,5714,3,2,Fort Pienc,Yes,No,No,No,Not New,No
i17055000000091,235000,40,5875,2,1,Sants,Yes,No,No,No,Not New,No
i17055000000091,235000,40,5875,2,1,Sants,Yes,No,No,No,Not New,No
i16956003974904,340000,100,3400,4,1,Sant Antoni,Yes,No,No,Yes,Not New,No
i16956003938608,130000,65,2000,3,1,Prosperitat,No,No,Yes,Yes,Not New,No
i16956003935593,425000,105,4048,2,2,Sants,No,No,No,Yes,Not New,Yes
i16956003935593,425000,105,4048,2,2,Sants,No,No,No,Yes,Not New,Yes
i16956003935593,425000,105,4048,2,2,Sants,No,No,No,Yes,Not New,Yes
i16774000000005,155000,85,1824,3,1,Prosperitat,No,No,No,No,Not New,No
i16575003965836,128900,50,2578,2,1,Verdun,No,No,Yes,Yes,Not New,No
i16575003937721,133900,55,2435,2,1,Verdun,Yes,No,Yes,No,Not New,No
i16575003937721,133900,55,2435,2,1,Verdun,Yes,No,Yes,No,Not New,No
i16575003922448,134900,60,2248,3,1,Prosperitat,No,No,No,Yes,Not New,No
i16575003514219,149900,70,2141,3,1,La Marina-Montjuïc,Yes,No,No,Yes,Not New,No
i16510003977641,340000,80,4250,3,2,Camp d´en Grassot - Gràcia N,Yes,No,Yes,No,Not New,Yes
i16510003963319,469000,109,4303,3,2,Fort Pienc,Yes,Yes,Yes,No,Not New,Yes
i16510003963319,469000,109,4303,3,2,Fort Pienc,Yes,Yes,Yes,No,Not New,Yes
i16510003963319,469000,109,4303,3,2,Fort Pienc,Yes,Yes,Yes,No,Not New,Yes
i16510003953646,120000,50,2400,,,Besòs - Maresme,No,No,Yes,No,Not New,No
i16510003953646,120000,50,2400,,,Besòs - Maresme,No,No,Yes,No,Not New,No
i16270003979553,299000,100,2990,3,1,La Sagrera,Yes,No,No,Yes,Not New,Yes
i16270003979474,244000,69,3536,2,1,La Sagrera,Yes,No,Yes,No,Not New,Yes
i16270003976139,280000,74,3784,3,1,La Sagrera,Yes,No,Yes,Yes,Not New,Yes
i16270003976099,250000,77,3247,3,1,La Sagrera,Yes,No,Yes,Yes,Not New,Yes
i16270003970239,299000,100,2990,3,1,La Sagrera,Yes,No,No,Yes,Not New,Yes
i16270003970239,299000,100,2990,3,1,La Sagrera,Yes,No,No,Yes,Not New,Yes
i16270003957446,225000,60,3750,3,1,La Sagrera,Yes,No,No,Yes,Not New,Yes
i16270003918835,272000,85,3200,4,1,La Sagrera,Yes,No,No,No,Not New,Yes
i16270003918835,272000,85,3200,4,1,La Sagrera,Yes,No,No,No,Not New,Yes
i16213003983118,229000,90,2544,3,1,Badal,Yes,No,No,No,Not New,Yes
i16184003710919,130000,65,2000,3,1,Verdun,No,No,Yes,Yes,Not New,No
i16184003710919,130000,65,2000,3,1,Verdun,No,No,Yes,Yes,Not New,No
i1614003939481,259000,80,3238,3,1,La Marina-Montjuïc,No,No,No,No,Not New,No
i1614003819524,169000,65,2600,3,1,La Marina-Montjuïc,No,No,No,No,Not New,No
i1614003819524,169000,65,2600,3,1,La Marina-Montjuïc,No,No,No,No,Not New,No
i16107003970384,165000,72,2292,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No
i16107003823565,374000,98,3816,3,2,Sant Antoni,Yes,No,Yes,No,Not New,Yes
i16107003292615,101000,60,1683,3,1,Ciutat Meridiana,No,No,Yes,No,Not New,No
i16073003338295,354000,87,4069,4,2,El Clot,Yes,No,No,Yes,Not New,No
i16073003338294,185000,78,2372,3,1,Sant Martí,Yes,No,No,Yes,Not New,No
i16073003338290,251000,56,4482,2,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i16073003338290,251000,56,4482,2,1,Camp de l´Arpa,Yes,No,No,Yes,Not New,No
i16073003338288,762000,187,4075,3,3,Sant Gervasi - Galvany,No,No,Yes,No,Not New,No
i16073003338287,642000,169,3799,5,2,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,No
i16073003338287,642000,169,3799,5,2,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,No
i16073003338284,472000,127,3717,4,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i16073003338284,472000,127,3717,4,2,Esquerra Baixa de l´Eixample,Yes,No,Yes,Yes,Not New,No
i16073003338283,800000,225,3556,3,3,Esquerra Alta de l´Eixample,Yes,No,No,Yes,Not New,No
i16073003338280,682000,174,3920,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i16073003338280,682000,174,3920,4,2,Sant Gervasi - Galvany,Yes,No,Yes,No,Not New,No
i16073003338279,452000,108,4185,3,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i16073003338275,692000,148,4676,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i16073003338275,692000,148,4676,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,No,Not New,No
i16073003338271,582000,146,3986,5,2,Esquerra Alta de l´Eixample,Yes,No,No,Yes,Not New,No
i16073003338271,582000,146,3986,5,2,Esquerra Alta de l´Eixample,Yes,No,No,Yes,Not New,No
i16073003338270,698000,230,3035,4,4,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,No
i16073003338269,751000,184,4082,5,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i16073003338269,751000,184,4082,5,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i16073003338264,691000,181,3818,5,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i16073003338264,691000,181,3818,5,2,Sant Gervasi - Galvany,Yes,No,Yes,Yes,Not New,No
i16073003338261,587000,158,3715,4,2,Esquerra Alta de l´Eixample,Yes,No,Yes,Yes,Not New,No
i16073003338244,642000,169,3799,5,2,Sant Gervasi - Galvany,Yes,No,No,Yes,Not New,No
i1592002289807,168200,56,3004,3,1,Sant Martí,No,No,No,Yes,Not New,No
i1592002286744,554000,106,5226,4,2,Sant Gervasi - Galvany,No,No,No,Yes,Not New,No
i1592002285914,155000,48,3229,2,1,La Verneda - La Pau,Yes,No,No,No,Not New,No
i1592002285803,267000,92,2902,3,2,Camp de l´Arpa,No,No,No,Yes,Not New,No
i1592002285332,130000,38,3421,1,1,Raval,No,No,No,Yes,Not New,No
i1592002285222,409500,97,4222,,,Fort Pienc,No,No,No,Yes,Not New,No
i1592002285222,409500,97,4222,,,Fort Pienc,No,No,No,Yes,Not New,No
i1592002279738,281900,81,3480,3,2,La Sagrera,No,No,No,Yes,Not New,No
i1592002278951,445900,99,4504,3,2,Poblenou,Yes,Yes,No,Yes,Not New,No
i1592002264774,581500,117,4970,4,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264773,413000,80,5163,2,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264773,413000,80,5163,2,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264772,525000,107,4907,3,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264771,500000,103,4854,3,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264770,499000,102,4892,3,,Glòries El Parc,No,No,No,No,Not New,No
i1592002264762,1668000,166,10048,4,,Sarrià,No,No,No,No,Not New,No
i1592002264761,1645000,167,9850,4,,Sarrià,No,No,No,No,Not New,No
i1592002264760,1201000,128,9383,3,,Sarrià,No,No,No,No,Not New,No
i1592002264759,1280000,131,9771,3,,Sarrià,No,No,No,No,Not New,No
i1592002264758,1178000,125,9424,3,,Sarrià,No,No,No,No,Not New,No
i1592002264757,838000,106,7906,2,,Sarrià,No,No,No,No,Not New,No
i1592002264756,1279000,140,9136,3,,Sarrià,No,No,No,No,Not New,No
i1592002264753,433000,76,5697,2,,Poblenou,No,No,No,No,Not New,Yes
i1592002264752,416000,82,5073,2,,Poblenou,No,No,No,No,Not New,Yes
i1592002264751,378000,73,5178,2,,Poblenou,No,No,No,No,Not New,Yes
i1592002264673,1129000,122,9254,2,,Sarrià,No,No,No,No,Not New,No
i1592002264671,2119000,192,11036,5,,Sarrià,No,No,No,No,Not New,No
i1592002264668,1348000,143,9427,3,,Sarrià,No,No,No,No,Not New,No
i1592002264667,2220000,167,13293,5,,Sarrià,No,No,No,No,Not New,No
i1592002264666,2150000,168,12798,5,,Sarrià,No,No,No,No,Not New,No
i1592002264665,1361000,135,10081,3,,Sarrià,No,No,No,No,Not New,No
i1592002264662,434000,79,5494,2,,Poblenou,No,No,No,No,Not New,Yes
i1592002264661,298000,60,4967,1,,Poblenou,No,No,No,No,Not New,Yes
i1592002264633,365000,112,3259,4,,Sant Andreu,No,No,No,No,New,No
i1592002264633,365000,112,3259,4,,Sant Andreu,No,No,No,No,New,No
i15608003870386,219000,49,4469,2,1,Camp de l´Arpa,No,No,No,No,Not New,No
i15608003870379,378000,73,5178,2,2,Sagrada Família,Yes,No,No,No,Not New,No
i15516003984586,167000,75,2227,3,1,Llefià,Yes,No,No,Yes,Not New,No
i15516003983584,239000,65,3677,2,2,La Bordeta,Yes,No,No,Yes,Not New,No
i15516003972589,270000,100,2700,4,2,Sant Martí,Yes,No,Yes,No,Not New,No
i15516003972589,270000,100,2700,4,2,Sant Martí,Yes,No,Yes,No,Not New,No
i15516003972589,270000,100,2700,4,2,Sant Martí,Yes,No,Yes,No,Not New,No
i15516003969785,153000,76,2013,3,1,La salut,No,No,No,No,Not New,Yes
i15516003968023,138000,81,1704,3,1,Llefià,Yes,No,No,Yes,Not New,No
i15516003968023,138000,81,1704,3,1,Llefià,Yes,No,No,Yes,Not New,No
i15516003967330,210000,86,2442,4,1,Sant Martí,Yes,No,No,Yes,Not New,No
i15516003967330,210000,86,2442,4,1,Sant Martí,Yes,No,No,Yes,Not New,No
i15516003967330,210000,86,2442,4,1,Sant Martí,Yes,No,No,Yes,Not New,No
i15516003947952,180000,76,2368,3,1,La Verneda - La Pau,Yes,No,No,No,Not New,No
i15516003937599,152000,68,2235,3,1,Poble Sec,No,No,No,Yes,Not New,No
i15516003930558,168000,65,2585,3,1,La salut,Yes,No,Yes,No,Not New,No
i15516003930558,168000,65,2585,3,1,La salut,Yes,No,Yes,No,Not New,No
i15516003900409,145000,81,1790,2,1,Llefià,Yes,No,Yes,No,Not New,No
i15516003847391,154000,121,1273,4,1,Llefià,No,No,Yes,Yes,Not New,Yes
i15471000016378,176000,60,2933,3,1,Porta,Yes,No,No,Yes,Not New,No
i15471000016309,254000,71,3577,3,1,Sant Martí,Yes,No,No,Yes,Not New,No
i15471000016309,254000,71,3577,3,1,Sant Martí,Yes,No,No,Yes,Not New,No
i15471000016294,375000,84,4464,2,1,Raval,No,No,No,Yes,Not New,No
i15471000016222,146000,80,1825,3,1,El Raval,No,No,Yes,Yes,Not New,No
i15471000016222,146000,80,1825,3,1,El Raval,No,No,Yes,Yes,Not New,No
i15471000015819,159000,53,3000,2,1,Porta,Yes,No,No,Yes,Not New,No
i15471000015819,159000,53,3000,2,1,Porta,Yes,No,No,Yes,Not New,No
i15471000015762,529000,100,5290,3,1,Poblenou,Yes,No,Yes,No,Not New,No
i15471000015762,529000,100,5290,3,1,Poblenou,Yes,No,Yes,No,Not New,No
i15471000015743,245000,70,3500,4,1,Fort Pienc,Yes,No,No,No,Not New,No
i15471000015677,298000,101,2950,3,2,Raval,No,No,No,No,Not New,No
i15471000015677,298000,101,2950,3,2,Raval,No,No,No,No,Not New,No
i15471000015648,579520,105,5519,3,2,Vila de Gràcia,No,No,No,Yes,Not New,No
i15471000015648,579520,105,5519,3,2,Vila de Gràcia,No,No,No,Yes,Not New,No
i15471000015613,170000,77,2208,2,2,Poble Sec,Yes,No,Yes,Yes,Not New,No
i15471000015611,170000,76,2237,2,2,Poble Sec,Yes,No,Yes,Yes,Not New,No
i15471000015585,170000,74,2297,2,2,Poble Sec,Yes,No,No,Yes,Not New,No
i15471000015505,630000,130,4846,3,2,Vila de Gràcia,Yes,No,No,Yes,Not New,Yes
i15471000015505,630000,130,4846,3,2,Vila de Gràcia,Yes,No,No,Yes,Not New,Yes
i15471000015466,169000,63,2683,2,1,Carmel,No,No,Yes,Yes,Not New,No
i15471000015393,575000,120,4792,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i15471000015393,575000,120,4792,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,No
i15471000015353,770000,125,6160,3,2,Vila de Gràcia,Yes,No,Yes,No,Not New,Yes
i15471000015342,170000,57,2982,1,1,Porta,No,No,No,Yes,Not New,Yes
i15471000015342,170000,57,2982,1,1,Porta,No,No,No,Yes,Not New,Yes
i15471000015315,335000,77,4351,3,1,St Pere - Sta Caterina - El Born,Yes,No,No,Yes,Not New,Yes
